 id_filial                                                               descricao  empresa               desc_empresa  id_produto  id_epi                       descricao_produto  id_tamanho qtde_entrada saldoestoque             dataentrada
        93                                   MATEUS SUPERMERCADOS S.A. MIX MAIOBAO        2       MATEUS SUPERMERCADOS       52696      27                      AVENTAL PVC BRANCO          11     7.000000     0.000000 2016-04-23 13:13:32.893
        10                                      MATEUS SUPERMERCADOS S.A. JARACATI        2       MATEUS SUPERMERCADOS       52776      19             BOTA COM BICO DE ACO TAM 38          18     2.000000     0.000000 2015-07-31 13:11:13.647
        24                             MATEUS SUPERMERCADOS S.A. SUPER NOVA MARABA        2       MATEUS SUPERMERCADOS       52333      23        BOTA COM BICO DE PLASTICO TAM 40          20     1.000000     0.000000 2016-04-23 18:40:49.867
        91                                MATEUS SUPERMERCADOS S.A. MIX SANTA INES        2       MATEUS SUPERMERCADOS       92471       8                        LUVA LATEX TAM M           3     4.000000     0.000000 2015-07-15 10:52:22.450
       502                             MATEUS SUPERMERCADOS S.A. SUPER SANTA CLARA        2       MATEUS SUPERMERCADOS      506733      14         LUVA MANGOTE DE ACO 21 CM TAM M           3     1.000000     1.000000 2023-10-21 11:14:32.277
       415                               POSTERUS SUPERMERCADOS LTDA. SAO BERNARDO       15     POSTERUS SUPERMERCADOS      361259      80                        LUVA DE PU TAM P           2     1.000000     0.000000 2024-01-10 10:23:06.983
        16                                  MATEUS SUPERMERCADOS S.A. SUPER CALHAU        2       MATEUS SUPERMERCADOS       52380      23        BOTA COM BICO DE PLASTICO TAM 43          23     1.000000     0.000000 2016-04-26 09:30:38.320
        29                           MATEUS SUPERMERCADOS S.A. MIX JARDIM TROPICAL        2       MATEUS SUPERMERCADOS       52696      27                      AVENTAL PVC BRANCO          11     2.000000     0.000000 2016-06-17 12:50:08.013
        16                                  MATEUS SUPERMERCADOS S.A. SUPER CALHAU        2       MATEUS SUPERMERCADOS       52736       2      CAPACETE ABA FRONTA BRANCO C/ CARN          11     1.000000     0.000000 2016-04-28 11:20:05.263
        29                           MATEUS SUPERMERCADOS S.A. MIX JARDIM TROPICAL        2       MATEUS SUPERMERCADOS      149457      22          BOTA HIDROFUGADA BRANCA TAM 42          22     2.000000     0.000000 2016-04-09 12:26:55.433
        30                                 MATEUS SUPERMERCADOS S.A. SUPER BACANGA        2       MATEUS SUPERMERCADOS       52782      19             BOTA COM BICO DE ACO TAM 41          21     1.000000     0.000000 2016-05-26 08:10:15.797
        22                     MATEUS SUPERMERCADOS S.A. SUPER IMPERIAL IMPERATRIZ        2       MATEUS SUPERMERCADOS       52779      19             BOTA COM BICO DE ACO TAM 37          17     1.000000     0.000000 2015-10-24 12:30:54.263
        27                                    MATEUS SUPERMERCADOS S.A. SUPER TURU        2       MATEUS SUPERMERCADOS      240533      25          JAPONA FRIGORIFICA AZUL TAM XG           9     1.000000     0.000000 2015-05-26 15:40:16.157
        95                                MATEUS SUPERMERCADOS S.A. MIX TAMANDARE         2       MATEUS SUPERMERCADOS       92471       8                        LUVA LATEX TAM M           3     3.000000     0.000000 2015-09-04 14:32:53.500
        18                                MATEUS SUPERMERCADOS S.A. SUPER COHATRAC        2       MATEUS SUPERMERCADOS       52736       2      CAPACETE ABA FRONTA BRANCO C/ CARN          11     2.000000     0.000000 2019-08-05 10:05:27.037
         5                                   MATEUS SUPERMERCADOS S.A. SUPER COHAB        2       MATEUS SUPERMERCADOS       52173      23        BOTA COM BICO DE PLASTICO TAM 38          18     1.000000     0.000000 2016-05-05 17:22:01.447
        30                                 MATEUS SUPERMERCADOS S.A. SUPER BACANGA        2       MATEUS SUPERMERCADOS      149412      24            BOTA WORK BOOT MARRON TAM 41          21     2.000000     0.000000 2015-04-08 10:00:05.163
        30                                 MATEUS SUPERMERCADOS S.A. SUPER BACANGA        2       MATEUS SUPERMERCADOS       51957      23        BOTA COM BICO DE PLASTICO TAM 34          14     1.000000     0.000000 2016-05-17 08:40:42.123
        12                                MATEUS SUPERMERCADOS S.A. SUPER RIO ANIL        2       MATEUS SUPERMERCADOS      149446      22          BOTA HIDROFUGADA BRANCA TAM 36          16     1.000000     0.000000 2015-10-17 15:50:17.057
        28                               MATEUS SUPERMERCADOS S.A. MIX PARAUAPEBAS        2       MATEUS SUPERMERCADOS       52783      19             BOTA COM BICO DE ACO TAM 43          23     1.000000     0.000000 2016-02-02 14:40:17.703
        20                                   MATEUS SUPERMERCADOS S.A. MIX VINHAIS        2       MATEUS SUPERMERCADOS       52698      44                MASCARA DESCARTAVEL PFF2          11     3.000000     0.000000 2015-11-24 10:50:20.947
        77                        MATEUS SUPERMERCADOS S.A. ELETRO MERCADO CENTRAL        2       MATEUS SUPERMERCADOS       52777      19             BOTA COM BICO DE ACO TAM 39          19     2.000000     0.000000 2014-10-11 13:20:18.110
       512                                   MATEUS SUPERMERCADOS S.A. MIX ITABUNA        2       MATEUS SUPERMERCADOS       52716       4           OCULOS DE SEGURANï¿½A INCOLOR          11     2.000000     9.000000 2024-05-09 07:33:35.293
         3                              MATEUS SUPERMERCADOS S.A. SUPER SANTA INES        2       MATEUS SUPERMERCADOS       52780      19             BOTA COM BICO DE ACO TAM 40          20     2.000000     2.000000 2024-04-18 15:01:37.553
       276                                    MATEUS SUPERMERCADOS S.A. MIX BENGUI        2       MATEUS SUPERMERCADOS       52776      19             BOTA COM BICO DE ACO TAM 38          18     1.000000     1.000000 2024-05-18 11:26:00.330
        16                                  MATEUS SUPERMERCADOS S.A. SUPER CALHAU        2       MATEUS SUPERMERCADOS       52774      19             BOTA COM BICO DE ACO TAM 36          16     1.000000     0.000000 2015-07-31 13:40:11.907
        12                                MATEUS SUPERMERCADOS S.A. SUPER RIO ANIL        2       MATEUS SUPERMERCADOS      243808      34         SAPATO STICK SHOE BRANCO TAM 37          17     1.000000     0.000000 2015-06-25 18:00:56.010
        27                                    MATEUS SUPERMERCADOS S.A. SUPER TURU        2       MATEUS SUPERMERCADOS       52328      23        BOTA COM BICO DE PLASTICO TAM 39          19     1.000000     0.000000 2016-04-18 07:50:00.953
         9                          MATEUS SUPERMERCADOS S.A. ELETRO A. MARANHENSE        2       MATEUS SUPERMERCADOS       95170      74              LUVA NITRILICA VERDE TAM M           3     1.000000     0.000000 2013-11-13 17:16:00.770
         5                                   MATEUS SUPERMERCADOS S.A. SUPER COHAB        2       MATEUS SUPERMERCADOS       52711      15                            LUVA VAQUETA           2     1.000000     0.000000 2016-03-23 20:04:00.513
        18                                MATEUS SUPERMERCADOS S.A. SUPER COHATRAC        2       MATEUS SUPERMERCADOS       52779      19             BOTA COM BICO DE ACO TAM 37          17     1.000000     0.000000 2016-02-22 20:40:00.890
        95                                MATEUS SUPERMERCADOS S.A. MIX TAMANDARE         2       MATEUS SUPERMERCADOS       52380      23        BOTA COM BICO DE PLASTICO TAM 43          23     1.000000     0.000000 2016-03-12 14:30:05.490
        94                                    MATEUS SUPERMERCADOS S.A. MIX BALSAS        2       MATEUS SUPERMERCADOS       52173      23        BOTA COM BICO DE PLASTICO TAM 38          18     1.000000     0.000000 2015-12-03 09:40:09.670
        21                           MATEUS SUPERMERCADOS S.A. SUPER CAPIM DOURADO        2       MATEUS SUPERMERCADOS       89961      21       BOTA PVC CANO MEDIO BRANCA TAM 40          20     2.000000     0.000000 2016-04-23 14:20:05.390
       252                         MATEUS SUPERMERCADOS S.A. MIX TERESINA-NOVAFAPI        2       MATEUS SUPERMERCADOS       52716       4           OCULOS DE SEGURANï¿½A INCOLOR          11         None     0.000000 2023-08-09 00:00:00.000
       464                            POSTERUS SUPERMERCADOS LTDA. CAMINO TOME ACU       15     POSTERUS SUPERMERCADOS      149459      22          BOTA HIDROFUGADA BRANCA TAM 44          24         None     0.000000 2023-08-08 00:00:00.000
       463                        POSTERUS SUPERMERCADOS LTDA. SAO MIGUEL DO GUAMA       15     POSTERUS SUPERMERCADOS      243811      34         SAPATO STICK SHOE BRANCO TAM 40          20         None     0.000000 2023-08-08 00:00:00.000
        12                                MATEUS SUPERMERCADOS S.A. SUPER RIO ANIL        2       MATEUS SUPERMERCADOS       95169      74              LUVA NITRILICA VERDE TAM P           2     1.000000     0.000000 2015-09-29 19:30:04.360
        30                                 MATEUS SUPERMERCADOS S.A. SUPER BACANGA        2       MATEUS SUPERMERCADOS       52380      23        BOTA COM BICO DE PLASTICO TAM 43          23     1.000000     0.000000 2016-04-06 09:12:34.387
        21                           MATEUS SUPERMERCADOS S.A. SUPER CAPIM DOURADO        2       MATEUS SUPERMERCADOS       52112      23        BOTA COM BICO DE PLASTICO TAM 37          17     2.000000     0.000000 2015-04-03 13:10:34.400
         4                              MATEUS SUPERMERCADOS S.A. SUPER RUA GOIAS         2       MATEUS SUPERMERCADOS       95171      74              LUVA NITRILICA VERDE TAM G           4     1.000000     0.000000 2016-04-25 11:04:59.267
       115                                        ARMAZEM MATEUS S.A. CD 115 BELEM        4         ARMAZEM MATEUS S.A       52780      19             BOTA COM BICO DE ACO TAM 40          20    50.000000     0.000000 2019-01-16 18:20:40.877
         5                                   MATEUS SUPERMERCADOS S.A. SUPER COHAB        2       MATEUS SUPERMERCADOS       92471       8                        LUVA LATEX TAM M           3     1.000000     0.000000 2015-12-16 14:15:25.197
        76                               MATEUS SUPERMERCADOS S.A. ELETRO B SAYAO         2       MATEUS SUPERMERCADOS       52779      19             BOTA COM BICO DE ACO TAM 37          17     1.000000     0.000000 2015-03-18 16:40:58.740
        10                                      MATEUS SUPERMERCADOS S.A. JARACATI        2       MATEUS SUPERMERCADOS      149396      24            BOTA WORK BOOT MARRON TAM 39          19     1.000000     0.000000 2013-07-09 16:57:20.853
        21                           MATEUS SUPERMERCADOS S.A. SUPER CAPIM DOURADO        2       MATEUS SUPERMERCADOS       52737      18         MASCARA SEMI FACIAL S/FILTRO 3M          11     2.000000     0.000000 2013-09-16 15:18:40.267
        29                           MATEUS SUPERMERCADOS S.A. MIX JARDIM TROPICAL        2       MATEUS SUPERMERCADOS      243809      34         SAPATO STICK SHOE BRANCO TAM 38          18     2.000000     0.000000 2015-08-12 08:40:34.373
         3                              MATEUS SUPERMERCADOS S.A. SUPER SANTA INES        2       MATEUS SUPERMERCADOS       52777      19             BOTA COM BICO DE ACO TAM 39          19     2.000000     7.000000 2024-04-18 15:01:37.553
       453                                 POSTERUS SUPERMERCADOS LTDA. ITUPIRANGA       15     POSTERUS SUPERMERCADOS      149457      22          BOTA HIDROFUGADA BRANCA TAM 42          22     1.000000     0.000000 2024-04-29 16:01:37.287
       502                             MATEUS SUPERMERCADOS S.A. SUPER SANTA CLARA        2       MATEUS SUPERMERCADOS      361262      80                        LUVA DE PU TAM M           3     2.000000     1.000000 2024-04-09 19:54:44.840
       502                             MATEUS SUPERMERCADOS S.A. SUPER SANTA CLARA        2       MATEUS SUPERMERCADOS       91216      11      LUVA VAQUETA COBERTURA ALTA TENSAO          11     1.000000     0.000000 2024-04-12 19:35:08.300
         3                              MATEUS SUPERMERCADOS S.A. SUPER SANTA INES        2       MATEUS SUPERMERCADOS       52773      19             BOTA COM BICO DE ACO TAM 35          15     1.000000     0.000000 2014-12-20 08:33:01.283
        87                                   ARMAZEM MATEUS S.A. CD 87 DAVINOPOLIS        4         ARMAZEM MATEUS S.A      240535      26           CALCA FRIGORIFICA AZUL TAM XG           9     5.000000     0.000000 2018-09-20 16:45:13.937
        93                                   MATEUS SUPERMERCADOS S.A. MIX MAIOBAO        2       MATEUS SUPERMERCADOS      149455      22          BOTA HIDROFUGADA BRANCA TAM 40          20     1.000000     0.000000 2016-04-23 13:13:32.893
        29                           MATEUS SUPERMERCADOS S.A. MIX JARDIM TROPICAL        2       MATEUS SUPERMERCADOS       52003      23        BOTA COM BICO DE PLASTICO TAM 35          15     1.000000     0.000000 2016-04-08 16:06:22.953
        73                       MATEUS SUPERMERCADOS S.A. ELETRO PRACA DE FATIMA         2       MATEUS SUPERMERCADOS       52716       4           OCULOS DE SEGURANï¿½A INCOLOR          11    10.000000     0.000000 2015-07-14 14:20:11.953
        95                                MATEUS SUPERMERCADOS S.A. MIX TAMANDARE         2       MATEUS SUPERMERCADOS      149456      22          BOTA HIDROFUGADA BRANCA TAM 41          21     1.000000     0.000000 2015-06-29 12:40:11.453
